9.30731567351988e-15,-152.0
1.3213772593366,-150.994218306989
2.64265332930016,-150.976873670709
3.96372702826653,-150.947967419391
5.28449719010897,-150.907501766638
6.56112185954812,-149.8564368986
7.872240756837,-149.793283646051
9.1827568080415,-149.718659416268
10.492569655526,-149.632569923877
11.7229018022018,-148.538121616425
13.0222866884872,-148.429848916594
14.2245624364323,-147.314839115046
15.5131467828974,-147.184721615025
16.9140603359732,-148.036868931192
18.2088600726925,-147.883188411845
19.502265398299,-147.718183187901
20.6546190287931,-146.551652030182
21.9362786423322,-146.365295337816
23.2162584038325,-146.167730179156
24.4944602940883,-145.958971683488
25.7707864300407,-145.739035837271
27.2278764984379,-146.49110123617
28.3174206324995,-145.26570031746
29.7874494491452,-145.992149978396
31.0638632579849,-145.725894745887
32.3378982360815,-145.448480011559
33.609456819473,-145.159927019477
34.6443581329382,-143.88804137091
35.9021732502541,-143.579364659093
37.4083014511094,-144.227663721434
38.4094593466402,-142.929050345613
39.658738320962,-142.587462544185
40.9049802800494,-142.234955578046
42.1480897882942,-141.871556441726
43.3879716499671,-141.497292963864
44.624530916508,-141.112193805077
45.8576728937966,-140.716288455763
47.0873031494046,-140.309607233846
48.6397689219875,-140.837398723548
49.8703524698375,-140.406367179463
50.7541833389506,-139.025223875368
51.9688278700498,-138.575758810165
53.1794926950707,-138.11568179137
54.7535586508485,-138.575062024406
55.9641107528538,-138.090616291051
57.1703771951501,-137.595595755694
58.7640257752377,-138.010105697689
59.9694804750418,-137.49058662888
61.1703427890689,-136.96053870757
62.782297561871,-137.329469207642
63.9816422617167,-136.774812935327
65.1760873295897,-136.209682623541
66.8050481924241,-136.532360764794
67.9972634930723,-135.94253255495
69.1842716506326,-135.342294040597
70.365981765545,-134.73169118723
71.5423033439672,-134.110770754029
73.1915222672346,-134.357735423774
74.3644632294343,-133.712103448409
76.0253807602074,-133.925880546911
77.1944341216556,-133.255466456868
78.8663914612865,-133.435723469673
80.0310467547408,-132.740466909456
82.7609844709943,-134.590562259736
84.4668344079196,-134.708403171833
85.6424122839899,-133.96408928582
87.3574156217812,-134.047312303841
89.0803920778382,-134.110714513266
90.2505630242678,-133.326050994555
91.9816104171427,-133.354352553897
93.1450514731966,-132.54432989025
94.8834667588944,-132.537269233276
96.0396465370584,-131.701884166617
97.1884717224646,-130.856413538854
98.9331049796762,-130.798473764339
100.684120565329,-130.719959707714
